AGE_ADJUSTED_CI_LOWER|AGE_ADJUSTED_CI_UPPER|AGE_ADJUSTED_RATE|COUNT|ICCC_GROUP|POPULATION|AGE|RACE|SEX|YEAR|CRUDE_CI_LOWER|CRUDE_CI_UPPER|CRUDE_RATE
0.1|0.2|0.2|59|XI(a) Adrenocortical carcinomas|305441154|0-14|All Races|Male and Female|2011-2015|||
3.3|3.7|3.5|1063|XI(b) Thyroid carcinomas|305441154|0-14|All Races|Male and Female|2011-2015|||
0.2|0.3|0.3|76|XI(c) Nasopharyngeal carcinomas|305441154|0-14|All Races|Male and Female|2011-2015|||
1.9|2.3|2.1|643|XI(d) Malignant melanomas|305441154|0-14|All Races|Male and Female|2011-2015|||
~|~|~|~|XI(e) Skin carcinomas|305441154|0-14|All Races|Male and Female|2011-2015|||
2.4|2.8|2.6|779|XI(f) Other and unspecified carcinomas|305441154|0-14|All Races|Male and Female|2011-2015|||
0.6|0.8|0.7|210|XII Other and unspecified malignant neoplasms|305441154|0-14|All Races|Male and Female|2011-2015|||
0.3|0.5|0.4|119|XII(a) Other specified malignant tumors|305441154|0-14|All Races|Male and Female|2011-2015|||
0.2|0.4|0.3|91|XII(b) Other unspecified malignant tumors|305441154|0-14|All Races|Male and Female|2011-2015|||
165.6|172.1|168.8|10348|All ICCC Groups Combined|61122358|0-14|All Races|Male and Female|2012|||
50.5|54.2|52.3|3215|I Leukemias, myeloproliferative & myelodysplastic diseases|61122358|0-14|All Races|Male and Female|2012|||
38.5|41.7|40.1|2466|I(a) Lymphoid leukemias|61122358|0-14|All Races|Male and Female|2012|||
6.5|7.9|7.2|440|I(b) Acute myeloid leukemias|61122358|0-14|All Races|Male and Female|2012|||
1.3|2.0|1.7|101|I(c) Chronic myeloproliferative diseases|61122358|0-14|All Races|Male and Female|2012|||
1.4|2.0|1.7|102|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61122358|0-14|All Races|Male and Female|2012|||
1.4|2.1|1.7|106|I(e) Unspecified and other specified leukemias|61122358|0-14|All Races|Male and Female|2012|||
20.4|22.8|21.6|1318|II Lymphomas and reticuloendothelial neoplasms|61122358|0-14|All Races|Male and Female|2012|||
5.2|6.4|5.7|349|II(a) Hodgkin lymphomas|61122358|0-14|All Races|Male and Female|2012|||
6.7|8.1|7.4|451|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61122358|0-14|All Races|Male and Female|2012|||
2.0|2.8|2.3|143|II(c) Burkitt lymphoma|61122358|0-14|All Races|Male and Female|2012|||
5.1|6.4|5.7|351|II(d) Miscellaneous lymphoreticular neoplasms|61122358|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|24|II(e) Unspecified lymphomas|61122358|0-14|All Races|Male and Female|2012|||
33.5|36.5|35.0|2144|III CNS and misc intracranial and intraspinal neoplasms|61122358|0-14|All Races|Male and Female|2012|||
2.5|3.4|2.9|181|III(a) Ependymomas and choroid plexus tumor|61122358|0-14|All Races|Male and Female|2012|||
17.4|19.5|18.4|1127|III(b) Astrocytomas|61122358|0-14|All Races|Male and Female|2012|||
6.5|7.8|7.1|438|III(c) Intracranial and intraspinal embryonal tumors|61122358|0-14|All Races|Male and Female|2012|||
4.7|5.8|5.2|319|III(d) Other gliomas|61122358|0-14|All Races|Male and Female|2012|||
0.4|0.8|0.6|35|III(e) Other specified intracranial & intraspinal neoplasms|61122358|0-14|All Races|Male and Female|2012|||
0.5|1.0|0.7|44|III(f) Unspecified intracranial and intraspinal neoplasms|61122358|0-14|All Races|Male and Female|2012|||
10.6|12.3|11.5|706|IV Neuroblastoma and other peripheral nervous cell tumors|61122358|0-14|All Races|Male and Female|2012|||
10.4|12.1|11.2|691|IV(a) Neuroblastoma and ganglioneuroblastoma|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61122358|0-14|All Races|Male and Female|2012|||
10.2|11.9|11.1|677|IX Soft tissue and other extraosseous sarcomas|61122358|0-14|All Races|Male and Female|2012|||
4.5|5.6|5.0|309|IX(a) Rhabdomyosarcomas|61122358|0-14|All Races|Male and Female|2012|||
0.9|1.5|1.2|71|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|IX(c) Kaposi sarcoma|61122358|0-14|All Races|Male and Female|2012|||
3.1|4.1|3.6|219|IX(d) Other specified soft tissue sarcomas|61122358|0-14|All Races|Male and Female|2012|||
1.0|1.5|1.2|75|IX(e) Unspecified soft tissue sarcomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|Not classified by ICCC|61122358|0-14|All Races|Male and Female|2012|||
3.9|5.0|4.4|273|V Retinoblastoma|61122358|0-14|All Races|Male and Female|2012|||
7.9|9.4|8.6|530|VI Renal tumors|61122358|0-14|All Races|Male and Female|2012|||
7.5|8.9|8.2|505|VI(a) Nephroblastoma and other nonepithelial renal tumors|61122358|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|20|VI(b) Renal carcinomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61122358|0-14|All Races|Male and Female|2012|||
2.9|3.8|3.3|205|VII Hepatic tumors|61122358|0-14|All Races|Male and Female|2012|||
2.4|3.3|2.8|175|VII(a) Hepatoblastoma|61122358|0-14|All Races|Male and Female|2012|||
0.3|0.7|0.5|28|VII(b) Hepatic carcinomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61122358|0-14|All Races|Male and Female|2012|||
6.6|7.9|7.2|440|VIII Malignant bone tumors|61122358|0-14|All Races|Male and Female|2012|||
3.9|5.0|4.4|267|VIII(a) Osteosarcomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(b) Chondrosarcomas|61122358|0-14|All Races|Male and Female|2012|||
1.8|2.6|2.2|134|VIII(c) Ewing tumor and related sarcomas of bone|61122358|0-14|All Races|Male and Female|2012|||
0.2|0.5|0.3|19|VIII(d) Other specified malignant bone tumors|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61122358|0-14|All Races|Male and Female|2012|||
4.6|5.7|5.1|313|X Germ cell, trophoblastic tumors & neoplasms of gonads|61122358|0-14|All Races|Male and Female|2012|||
1.1|1.7|1.4|84|X(a) Intracranial & intraspinal germ cell tumors|61122358|0-14|All Races|Male and Female|2012|||
1.2|1.8|1.5|92|X(b) Malignant extracranial & extragonadal germ cell tumors|61122358|0-14|All Races|Male and Female|2012|||
1.7|2.4|2.0|123|X(c) Malignant gonadal germ cell tumors|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(d) Gonadal carcinomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61122358|0-14|All Races|Male and Female|2012|||
7.0|8.4|7.6|465|XI Other malignant epithelial neoplasms and malignant melanomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61122358|0-14|All Races|Male and Female|2012|||
2.8|3.7|3.3|198|XI(b) Thyroid carcinomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61122358|0-14|All Races|Male and Female|2012|||
1.6|2.3|2.0|119|XI(d) Malignant melanomas|61122358|0-14|All Races|Male and Female|2012|||
~|~|~|~|XI(e) Skin carcinomas|61122358|0-14|All Races|Male and Female|2012|||
1.6|2.3|1.9|117|XI(f) Other and unspecified carcinomas|61122358|0-14|All Races|Male and Female|2012|||
0.6|1.1|0.8|50|XII Other and unspecified malignant neoplasms|61122358|0-14|All Races|Male and Female|2012|||
0.2|0.6|0.4|24|XII(a) Other specified malignant tumors|61122358|0-14|All Races|Male and Female|2012|||
0.3|0.6|0.4|26|XII(b) Other unspecified malignant tumors|61122358|0-14|All Races|Male and Female|2012|||
167.8|174.4|171.1|10464|All ICCC Groups Combined|61077779|0-14|All Races|Male and Female|2013|||
49.2|52.8|50.9|3121|I Leukemias, myeloproliferative & myelodysplastic diseases|61077779|0-14|All Races|Male and Female|2013|||
36.4|39.5|37.9|2323|I(a) Lymphoid leukemias|61077779|0-14|All Races|Male and Female|2013|||
7.1|8.6|7.8|479|I(b) Acute myeloid leukemias|61077779|0-14|All Races|Male and Female|2013|||
1.3|2.0|1.7|101|I(c) Chronic myeloproliferative diseases|61077779|0-14|All Races|Male and Female|2013|||
1.1|1.8|1.4|87|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61077779|0-14|All Races|Male and Female|2013|||
1.8|2.5|2.1|131|I(e) Unspecified and other specified leukemias|61077779|0-14|All Races|Male and Female|2013|||
20.5|22.8|21.6|1319|II Lymphomas and reticuloendothelial neoplasms|61077779|0-14|All Races|Male and Female|2013|||
4.9|6.1|5.5|334|II(a) Hodgkin lymphomas|61077779|0-14|All Races|Male and Female|2013|||
6.7|8.1|7.3|448|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61077779|0-14|All Races|Male and Female|2013|||
1.9|2.7|2.3|140|II(c) Burkitt lymphoma|61077779|0-14|All Races|Male and Female|2013|||
5.6|6.9|6.3|383|II(d) Miscellaneous lymphoreticular neoplasms|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|II(e) Unspecified lymphomas|61077779|0-14|All Races|Male and Female|2013|||
34.7|37.7|36.2|2213|III CNS and misc intracranial and intraspinal neoplasms|61077779|0-14|All Races|Male and Female|2013|||
2.6|3.5|3.1|188|III(a) Ependymomas and choroid plexus tumor|61077779|0-14|All Races|Male and Female|2013|||
17.9|20.1|19.0|1160|III(b) Astrocytomas|61077779|0-14|All Races|Male and Female|2013|||
6.3|7.6|6.9|423|III(c) Intracranial and intraspinal embryonal tumors|61077779|0-14|All Races|Male and Female|2013|||
5.4|6.7|6.0|369|III(d) Other gliomas|61077779|0-14|All Races|Male and Female|2013|||
0.5|1.0|0.7|44|III(e) Other specified intracranial & intraspinal neoplasms|61077779|0-14|All Races|Male and Female|2013|||
0.3|0.7|0.5|29|III(f) Unspecified intracranial and intraspinal neoplasms|61077779|0-14|All Races|Male and Female|2013|||
11.3|13.1|12.1|746|IV Neuroblastoma and other peripheral nervous cell tumors|61077779|0-14|All Races|Male and Female|2013|||
11.0|12.7|11.8|727|IV(a) Neuroblastoma and ganglioneuroblastoma|61077779|0-14|All Races|Male and Female|2013|||
0.2|0.5|0.3|19|IV(b) Other peripheral nervous cell tumors|61077779|0-14|All Races|Male and Female|2013|||
10.3|12.0|11.1|679|IX Soft tissue and other extraosseous sarcomas|61077779|0-14|All Races|Male and Female|2013|||
4.7|5.9|5.3|324|IX(a) Rhabdomyosarcomas|61077779|0-14|All Races|Male and Female|2013|||
0.9|1.5|1.2|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|IX(c) Kaposi sarcoma|61077779|0-14|All Races|Male and Female|2013|||
3.2|4.1|3.6|221|IX(d) Other specified soft tissue sarcomas|61077779|0-14|All Races|Male and Female|2013|||
0.7|1.3|1.0|60|IX(e) Unspecified soft tissue sarcomas|61077779|0-14|All Races|Male and Female|2013|||
0.2|0.4|0.3|17|Not classified by ICCC|61077779|0-14|All Races|Male and Female|2013|||
3.8|4.9|4.3|265|V Retinoblastoma|61077779|0-14|All Races|Male and Female|2013|||
8.3|9.8|9.0|553|VI Renal tumors|61077779|0-14|All Races|Male and Female|2013|||
7.8|9.3|8.6|526|VI(a) Nephroblastoma and other nonepithelial renal tumors|61077779|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|24|VI(b) Renal carcinomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61077779|0-14|All Races|Male and Female|2013|||
2.4|3.3|2.9|175|VII Hepatic tumors|61077779|0-14|All Races|Male and Female|2013|||
2.1|2.8|2.4|149|VII(a) Hepatoblastoma|61077779|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|24|VII(b) Hepatic carcinomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61077779|0-14|All Races|Male and Female|2013|||
6.7|8.0|7.3|446|VIII Malignant bone tumors|61077779|0-14|All Races|Male and Female|2013|||
3.3|4.3|3.8|229|VIII(a) Osteosarcomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|VIII(b) Chondrosarcomas|61077779|0-14|All Races|Male and Female|2013|||
2.4|3.3|2.8|173|VIII(c) Ewing tumor and related sarcomas of bone|61077779|0-14|All Races|Male and Female|2013|||
0.3|0.6|0.4|26|VIII(d) Other specified malignant bone tumors|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61077779|0-14|All Races|Male and Female|2013|||
5.2|6.4|5.8|353|X Germ cell, trophoblastic tumors & neoplasms of gonads|61077779|0-14|All Races|Male and Female|2013|||
1.4|2.1|1.7|103|X(a) Intracranial & intraspinal germ cell tumors|61077779|0-14|All Races|Male and Female|2013|||
1.1|1.6|1.3|81|X(b) Malignant extracranial & extragonadal germ cell tumors|61077779|0-14|All Races|Male and Female|2013|||
2.1|2.9|2.4|148|X(c) Malignant gonadal germ cell tumors|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|X(d) Gonadal carcinomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|61077779|0-14|All Races|Male and Female|2013|||
8.1|9.6|8.8|538|XI Other malignant epithelial neoplasms and malignant melanomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61077779|0-14|All Races|Male and Female|2013|||
3.1|4.1|3.6|218|XI(b) Thyroid carcinomas|61077779|0-14|All Races|Male and Female|2013|||
0.2|0.6|0.4|23|XI(c) Nasopharyngeal carcinomas|61077779|0-14|All Races|Male and Female|2013|||
1.8|2.5|2.1|129|XI(d) Malignant melanomas|61077779|0-14|All Races|Male and Female|2013|||
~|~|~|~|XI(e) Skin carcinomas|61077779|0-14|All Races|Male and Female|2013|||
2.2|3.0|2.5|155|XI(f) Other and unspecified carcinomas|61077779|0-14|All Races|Male and Female|2013|||
0.5|0.9|0.6|39|XII Other and unspecified malignant neoplasms|61077779|0-14|All Races|Male and Female|2013|||
0.2|0.6|0.4|23|XII(a) Other specified malignant tumors|61077779|0-14|All Races|Male and Female|2013|||
0.1|0.4|0.3|16|XII(b) Other unspecified malignant tumors|61077779|0-14|All Races|Male and Female|2013|||
170.8|177.4|174.1|10649|All ICCC Groups Combined|61066323|0-14|All Races|Male and Female|2014|||
49.9|53.5|51.6|3163|I Leukemias, myeloproliferative & myelodysplastic diseases|61066323|0-14|All Races|Male and Female|2014|||
37.1|40.2|38.6|2365|I(a) Lymphoid leukemias|61066323|0-14|All Races|Male and Female|2014|||
7.2|8.7|7.9|486|I(b) Acute myeloid leukemias|61066323|0-14|All Races|Male and Female|2014|||
1.2|1.8|1.5|92|I(c) Chronic myeloproliferative diseases|61066323|0-14|All Races|Male and Female|2014|||
1.3|1.9|1.6|95|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|61066323|0-14|All Races|Male and Female|2014|||
1.7|2.4|2.0|125|I(e) Unspecified and other specified leukemias|61066323|0-14|All Races|Male and Female|2014|||
22.1|24.5|23.3|1420|II Lymphomas and reticuloendothelial neoplasms|61066323|0-14|All Races|Male and Female|2014|||
4.9|6.1|5.5|334|II(a) Hodgkin lymphomas|61066323|0-14|All Races|Male and Female|2014|||
7.7|9.2|8.4|515|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|61066323|0-14|All Races|Male and Female|2014|||
2.4|3.2|2.8|169|II(c) Burkitt lymphoma|61066323|0-14|All Races|Male and Female|2014|||
5.7|6.9|6.3|384|II(d) Miscellaneous lymphoreticular neoplasms|61066323|0-14|All Races|Male and Female|2014|||
0.2|0.5|0.3|18|II(e) Unspecified lymphomas|61066323|0-14|All Races|Male and Female|2014|||
34.1|37.1|35.5|2172|III CNS and misc intracranial and intraspinal neoplasms|61066323|0-14|All Races|Male and Female|2014|||
2.8|3.7|3.2|196|III(a) Ependymomas and choroid plexus tumor|61066323|0-14|All Races|Male and Female|2014|||
17.1|19.3|18.2|1110|III(b) Astrocytomas|61066323|0-14|All Races|Male and Female|2014|||
6.6|8.0|7.3|445|III(c) Intracranial and intraspinal embryonal tumors|61066323|0-14|All Races|Male and Female|2014|||
4.9|6.1|5.5|335|III(d) Other gliomas|61066323|0-14|All Races|Male and Female|2014|||
0.6|1.1|0.8|50|III(e) Other specified intracranial & intraspinal neoplasms|61066323|0-14|All Races|Male and Female|2014|||
0.4|0.8|0.6|36|III(f) Unspecified intracranial and intraspinal neoplasms|61066323|0-14|All Races|Male and Female|2014|||
11.1|12.8|11.9|732|IV Neuroblastoma and other peripheral nervous cell tumors|61066323|0-14|All Races|Male and Female|2014|||
10.9|12.6|11.7|719|IV(a) Neuroblastoma and ganglioneuroblastoma|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|IV(b) Other peripheral nervous cell tumors|61066323|0-14|All Races|Male and Female|2014|||
10.3|12.0|11.2|682|IX Soft tissue and other extraosseous sarcomas|61066323|0-14|All Races|Male and Female|2014|||
4.4|5.5|4.9|302|IX(a) Rhabdomyosarcomas|61066323|0-14|All Races|Male and Female|2014|||
0.9|1.5|1.2|73|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|IX(c) Kaposi sarcoma|61066323|0-14|All Races|Male and Female|2014|||
3.4|4.4|3.9|235|IX(d) Other specified soft tissue sarcomas|61066323|0-14|All Races|Male and Female|2014|||
0.9|1.5|1.2|71|IX(e) Unspecified soft tissue sarcomas|61066323|0-14|All Races|Male and Female|2014|||
0.2|0.5|0.3|19|Not classified by ICCC|61066323|0-14|All Races|Male and Female|2014|||
3.8|4.9|4.3|267|V Retinoblastoma|61066323|0-14|All Races|Male and Female|2014|||
8.4|9.9|9.1|561|VI Renal tumors|61066323|0-14|All Races|Male and Female|2014|||
8.0|9.4|8.7|533|VI(a) Nephroblastoma and other nonepithelial renal tumors|61066323|0-14|All Races|Male and Female|2014|||
0.3|0.6|0.4|26|VI(b) Renal carcinomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|VI(c) Unspecified malignant renal tumors|61066323|0-14|All Races|Male and Female|2014|||
2.6|3.5|3.0|186|VII Hepatic tumors|61066323|0-14|All Races|Male and Female|2014|||
2.2|3.0|2.6|160|VII(a) Hepatoblastoma|61066323|0-14|All Races|Male and Female|2014|||
0.3|0.6|0.4|26|VII(b) Hepatic carcinomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|VII(c) Unspecified malignant hepatic tumors|61066323|0-14|All Races|Male and Female|2014|||
7.3|8.8|8.0|487|VIII Malignant bone tumors|61066323|0-14|All Races|Male and Female|2014|||
3.9|5.0|4.4|269|VIII(a) Osteosarcomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|VIII(b) Chondrosarcomas|61066323|0-14|All Races|Male and Female|2014|||
2.4|3.2|2.8|168|VIII(c) Ewing tumor and related sarcomas of bone|61066323|0-14|All Races|Male and Female|2014|||
0.3|0.7|0.5|29|VIII(d) Other specified malignant bone tumors|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|VIII(e) Unspecified malignant bone tumors|61066323|0-14|All Races|Male and Female|2014|||
5.2|6.4|5.8|353|X Germ cell, trophoblastic tumors & neoplasms of gonads|61066323|0-14|All Races|Male and Female|2014|||
1.2|1.9|1.5|92|X(a) Intracranial & intraspinal germ cell tumors|61066323|0-14|All Races|Male and Female|2014|||
1.4|2.0|1.7|103|X(b) Malignant extracranial & extragonadal germ cell tumors|61066323|0-14|All Races|Male and Female|2014|||
1.9|2.6|2.2|136|X(c) Malignant gonadal germ cell tumors|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|X(d) Gonadal carcinomas|61066323|0-14|All Races|Male and Female|2014|||
0.2|0.4|0.3|16|X(e) Other and unspecified malignant gonadal tumors|61066323|0-14|All Races|Male and Female|2014|||
8.6|10.1|9.3|568|XI Other malignant epithelial neoplasms and malignant melanomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|XI(a) Adrenocortical carcinomas|61066323|0-14|All Races|Male and Female|2014|||
3.4|4.4|3.8|234|XI(b) Thyroid carcinomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|XI(c) Nasopharyngeal carcinomas|61066323|0-14|All Races|Male and Female|2014|||
1.9|2.7|2.2|137|XI(d) Malignant melanomas|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|XI(e) Skin carcinomas|61066323|0-14|All Races|Male and Female|2014|||
2.4|3.3|2.8|172|XI(f) Other and unspecified carcinomas|61066323|0-14|All Races|Male and Female|2014|||
0.5|0.9|0.6|39|XII Other and unspecified malignant neoplasms|61066323|0-14|All Races|Male and Female|2014|||
0.3|0.6|0.4|24|XII(a) Other specified malignant tumors|61066323|0-14|All Races|Male and Female|2014|||
~|~|~|~|XII(b) Other unspecified malignant tumors|61066323|0-14|All Races|Male and Female|2014|||
