AGE|AGE_SPECIFIC_CI_LOWER|AGE_SPECIFIC_CI_UPPER|AGE_SPECIFIC_RATE|COUNT|ICCC_GROUP|POPULATION|YEAR
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15616575|2003
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|21415353|2003
15-19|~|~|~|~|VIII(d) Other specified malignant bone tumors|20797166|2003
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|19620851|2003
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|3975871|2003
1-4|~|~|~|~|VIII(e) Unspecified malignant bone tumors|15616575|2003
10-14|~|~|~|~|VIII(e) Unspecified malignant bone tumors|21415353|2003
15-19|~|~|~|~|VIII(e) Unspecified malignant bone tumors|20797166|2003
5-9|~|~|~|~|VIII(e) Unspecified malignant bone tumors|19620851|2003
<1|~|~|~|~|VIII(e) Unspecified malignant bone tumors|3975871|2003
1-4|3.0|5.1|4.0|62|X Germ cell, trophoblastic tumors & neoplasms of gonads|15616575|2003
10-14|5.9|8.2|7.0|150|X Germ cell, trophoblastic tumors & neoplasms of gonads|21415353|2003
15-19|23.6|28.0|25.7|535|X Germ cell, trophoblastic tumors & neoplasms of gonads|20797166|2003
5-9|1.2|2.5|1.8|35|X Germ cell, trophoblastic tumors & neoplasms of gonads|19620851|2003
<1|12.8|21.1|16.6|66|X Germ cell, trophoblastic tumors & neoplasms of gonads|3975871|2003
1-4|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|15616575|2003
10-14|1.8|3.1|2.4|51|X(a) Intracranial & intraspinal germ cell tumors|21415353|2003
15-19|1.4|2.6|1.9|40|X(a) Intracranial & intraspinal germ cell tumors|20797166|2003
5-9|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|19620851|2003
<1|~|~|~|~|X(a) Intracranial & intraspinal germ cell tumors|3975871|2003
1-4|1.2|2.7|1.9|29|X(b) Malignant extracranial & extragonadal germ cell tumors|15616575|2003
10-14|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|21415353|2003
15-19|1.1|2.2|1.5|32|X(b) Malignant extracranial & extragonadal germ cell tumors|20797166|2003
5-9|~|~|~|~|X(b) Malignant extracranial & extragonadal germ cell tumors|19620851|2003
<1|8.7|15.7|11.8|47|X(b) Malignant extracranial & extragonadal germ cell tumors|3975871|2003
1-4|1.2|2.7|1.9|29|X(c) Malignant gonadal germ cell tumors|15616575|2003
10-14|2.8|4.5|3.6|77|X(c) Malignant gonadal germ cell tumors|21415353|2003
15-19|18.2|22.1|20.1|417|X(c) Malignant gonadal germ cell tumors|20797166|2003
5-9|0.5|1.3|0.8|16|X(c) Malignant gonadal germ cell tumors|19620851|2003
<1|~|~|~|~|X(c) Malignant gonadal germ cell tumors|3975871|2003
1-4|~|~|~|~|X(d) Gonadal carcinomas|15616575|2003
10-14|~|~|~|~|X(d) Gonadal carcinomas|21415353|2003
15-19|0.8|1.8|1.2|25|X(d) Gonadal carcinomas|20797166|2003
5-9|~|~|~|~|X(d) Gonadal carcinomas|19620851|2003
<1|~|~|~|~|X(d) Gonadal carcinomas|3975871|2003
1-4|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|15616575|2003
10-14|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|21415353|2003
15-19|0.6|1.5|1.0|21|X(e) Other and unspecified malignant gonadal tumors|20797166|2003
5-9|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|19620851|2003
<1|~|~|~|~|X(e) Other and unspecified malignant gonadal tumors|3975871|2003
1-4|1.2|2.6|1.8|28|XI Other malignant epithelial neoplasms and malignant melanomas|15616575|2003
10-14|12.0|15.1|13.5|289|XI Other malignant epithelial neoplasms and malignant melanomas|21415353|2003
15-19|46.9|53.0|49.9|1038|XI Other malignant epithelial neoplasms and malignant melanomas|20797166|2003
5-9|2.2|3.7|2.9|56|XI Other malignant epithelial neoplasms and malignant melanomas|19620851|2003
<1|2.5|6.8|4.3|17|XI Other malignant epithelial neoplasms and malignant melanomas|3975871|2003
1-4|~|~|~|~|XI(a) Adrenocortical carcinomas|15616575|2003
10-14|~|~|~|~|XI(a) Adrenocortical carcinomas|21415353|2003
15-19|~|~|~|~|XI(a) Adrenocortical carcinomas|20797166|2003
5-9|~|~|~|~|XI(a) Adrenocortical carcinomas|19620851|2003
<1|~|~|~|~|XI(a) Adrenocortical carcinomas|3975871|2003
1-4|~|~|~|~|XI(b) Thyroid carcinomas|15616575|2003
10-14|4.3|6.2|5.2|111|XI(b) Thyroid carcinomas|21415353|2003
15-19|16.2|19.9|18.0|374|XI(b) Thyroid carcinomas|20797166|2003
5-9|~|~|~|~|XI(b) Thyroid carcinomas|19620851|2003
<1|~|~|~|~|XI(b) Thyroid carcinomas|3975871|2003
1-4|~|~|~|~|XI(c) Nasopharyngeal carcinomas|15616575|2003
10-14|~|~|~|~|XI(c) Nasopharyngeal carcinomas|21415353|2003
15-19|1.4|2.7|2.0|41|XI(c) Nasopharyngeal carcinomas|20797166|2003
5-9|~|~|~|~|XI(c) Nasopharyngeal carcinomas|19620851|2003
<1|~|~|~|~|XI(c) Nasopharyngeal carcinomas|3975871|2003
1-4|~|~|~|~|XI(d) Malignant melanomas|15616575|2003
10-14|3.0|4.7|3.8|81|XI(d) Malignant melanomas|21415353|2003
15-19|16.1|19.8|17.9|372|XI(d) Malignant melanomas|20797166|2003
5-9|~|~|~|~|XI(d) Malignant melanomas|19620851|2003
<1|~|~|~|~|XI(d) Malignant melanomas|3975871|2003
1-4|~|~|~|~|XI(e) Skin carcinomas|15616575|2003
10-14|~|~|~|~|XI(e) Skin carcinomas|21415353|2003
15-19|~|~|~|~|XI(e) Skin carcinomas|20797166|2003
5-9|~|~|~|~|XI(e) Skin carcinomas|19620851|2003
<1|~|~|~|~|XI(e) Skin carcinomas|3975871|2003
1-4|~|~|~|~|XI(f) Other and unspecified carcinomas|15616575|2003
10-14|3.1|4.8|3.9|83|XI(f) Other and unspecified carcinomas|21415353|2003
15-19|9.9|12.9|11.3|236|XI(f) Other and unspecified carcinomas|20797166|2003
5-9|0.7|1.7|1.1|22|XI(f) Other and unspecified carcinomas|19620851|2003
<1|~|~|~|~|XI(f) Other and unspecified carcinomas|3975871|2003
1-4|1.0|2.3|1.5|24|XII Other and unspecified malignant neoplasms|15616575|2003
10-14|~|~|~|~|XII Other and unspecified malignant neoplasms|21415353|2003
15-19|1.4|2.6|1.9|40|XII Other and unspecified malignant neoplasms|20797166|2003
5-9|~|~|~|~|XII Other and unspecified malignant neoplasms|19620851|2003
<1|~|~|~|~|XII Other and unspecified malignant neoplasms|3975871|2003
1-4|~|~|~|~|XII(a) Other specified malignant tumors|15616575|2003
10-14|~|~|~|~|XII(a) Other specified malignant tumors|21415353|2003
15-19|0.6|1.4|0.9|19|XII(a) Other specified malignant tumors|20797166|2003
5-9|~|~|~|~|XII(a) Other specified malignant tumors|19620851|2003
<1|~|~|~|~|XII(a) Other specified malignant tumors|3975871|2003
1-4|~|~|~|~|XII(b) Other unspecified malignant tumors|15616575|2003
10-14|~|~|~|~|XII(b) Other unspecified malignant tumors|21415353|2003
15-19|0.6|1.5|1.0|21|XII(b) Other unspecified malignant tumors|20797166|2003
5-9|~|~|~|~|XII(b) Other unspecified malignant tumors|19620851|2003
<1|~|~|~|~|XII(b) Other unspecified malignant tumors|3975871|2003
1-4|215.9|230.7|223.2|3521|All ICCC Groups Combined|15771627|2004
10-14|129.0|138.9|133.9|2867|All ICCC Groups Combined|21411680|2004
15-19|210.4|223.0|216.6|4571|All ICCC Groups Combined|21102552|2004
5-9|114.8|124.5|119.6|2326|All ICCC Groups Combined|19454237|2004
<1|240.2|271.7|255.6|1026|All ICCC Groups Combined|4014258|2004
1-4|88.9|98.5|93.6|1476|I Leukemias, myeloproliferative & myelodysplastic diseases|15771627|2004
10-14|27.3|32.0|29.6|634|I Leukemias, myeloproliferative & myelodysplastic diseases|21411680|2004
15-19|28.9|33.8|31.3|660|I Leukemias, myeloproliferative & myelodysplastic diseases|21102552|2004
5-9|38.0|43.8|40.8|794|I Leukemias, myeloproliferative & myelodysplastic diseases|19454237|2004
<1|43.4|57.5|50.1|201|I Leukemias, myeloproliferative & myelodysplastic diseases|4014258|2004
1-4|73.3|82.0|77.5|1223|I(a) Lymphoid leukemias|15771627|2004
10-14|17.0|20.7|18.8|402|I(a) Lymphoid leukemias|21411680|2004
15-19|14.9|18.4|16.6|350|I(a) Lymphoid leukemias|21102552|2004
5-9|30.5|35.7|33.0|642|I(a) Lymphoid leukemias|19454237|2004
<1|16.0|25.1|20.2|81|I(a) Lymphoid leukemias|4014258|2004
1-4|9.0|12.3|10.5|166|I(b) Acute myeloid leukemias|15771627|2004
10-14|5.8|8.0|6.8|146|I(b) Acute myeloid leukemias|21411680|2004
15-19|7.8|10.4|9.1|191|I(b) Acute myeloid leukemias|21102552|2004
5-9|4.1|6.2|5.1|99|I(b) Acute myeloid leukemias|19454237|2004
<1|14.5|23.1|18.4|74|I(b) Acute myeloid leukemias|4014258|2004
1-4|~|~|~|~|I(c) Chronic myeloproliferative diseases|15771627|2004
10-14|1.7|3.0|2.2|48|I(c) Chronic myeloproliferative diseases|21411680|2004
15-19|3.1|4.9|3.9|83|I(c) Chronic myeloproliferative diseases|21102552|2004
5-9|0.7|1.7|1.1|21|I(c) Chronic myeloproliferative diseases|19454237|2004
<1|~|~|~|~|I(c) Chronic myeloproliferative diseases|4014258|2004
1-4|1.8|3.5|2.5|40|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|15771627|2004
10-14|~|~|~|~|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21411680|2004
15-19|0.5|1.4|0.9|19|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|21102552|2004
5-9|0.5|1.4|0.9|17|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|19454237|2004
<1|3.2|8.0|5.2|21|I(d) Myelodysplastic syndrome and other myeloproliferative diseases|4014258|2004
1-4|1.4|2.9|2.1|33|I(e) Unspecified and other specified leukemias|15771627|2004
10-14|0.7|1.6|1.1|23|I(e) Unspecified and other specified leukemias|21411680|2004
15-19|0.5|1.3|0.8|17|I(e) Unspecified and other specified leukemias|21102552|2004
5-9|~|~|~|~|I(e) Unspecified and other specified leukemias|19454237|2004
<1|~|~|~|~|I(e) Unspecified and other specified leukemias|4014258|2004
1-4|8.8|12.0|10.3|163|II Lymphomas and reticuloendothelial neoplasms|15771627|2004
10-14|22.4|26.7|24.5|524|II Lymphomas and reticuloendothelial neoplasms|21411680|2004
15-19|45.0|51.0|48.0|1012|II Lymphomas and reticuloendothelial neoplasms|21102552|2004
5-9|11.8|15.1|13.4|261|II Lymphomas and reticuloendothelial neoplasms|19454237|2004
<1|5.9|11.8|8.5|34|II Lymphomas and reticuloendothelial neoplasms|4014258|2004
1-4|~|~|~|~|II(a) Hodgkin lymphomas|15771627|2004
10-14|9.9|12.8|11.3|242|II(a) Hodgkin lymphomas|21411680|2004
15-19|29.0|33.9|31.4|662|II(a) Hodgkin lymphomas|21102552|2004
5-9|2.7|4.4|3.5|68|II(a) Hodgkin lymphomas|19454237|2004
<1|~|~|~|~|II(a) Hodgkin lymphomas|4014258|2004
1-4|3.5|5.7|4.5|71|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|15771627|2004
10-14|9.1|11.9|10.4|223|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21411680|2004
15-19|11.9|15.1|13.5|284|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|21102552|2004
5-9|5.0|7.3|6.1|118|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|19454237|2004
<1|~|~|~|~|II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma)|4014258|2004
1-4|1.6|3.2|2.3|36|II(c) Burkitt lymphoma|15771627|2004
10-14|1.8|3.2|2.4|52|II(c) Burkitt lymphoma|21411680|2004
15-19|1.5|2.8|2.1|44|II(c) Burkitt lymphoma|21102552|2004
5-9|2.3|3.9|3.0|58|II(c) Burkitt lymphoma|19454237|2004
<1|~|~|~|~|II(c) Burkitt lymphoma|4014258|2004
1-4|1.8|3.4|2.5|39|II(d) Miscellaneous lymphoreticular neoplasms|15771627|2004
10-14|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21411680|2004
15-19|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|21102552|2004
5-9|~|~|~|~|II(d) Miscellaneous lymphoreticular neoplasms|19454237|2004
<1|4.2|9.5|6.5|26|II(d) Miscellaneous lymphoreticular neoplasms|4014258|2004
1-4|~|~|~|~|II(e) Unspecified lymphomas|15771627|2004
10-14|~|~|~|~|II(e) Unspecified lymphomas|21411680|2004
15-19|~|~|~|~|II(e) Unspecified lymphomas|21102552|2004
5-9|~|~|~|~|II(e) Unspecified lymphomas|19454237|2004
<1|~|~|~|~|II(e) Unspecified lymphomas|4014258|2004
1-4|42.4|49.2|45.7|721|III CNS and misc intracranial and intraspinal neoplasms|15771627|2004
10-14|24.0|28.4|26.2|560|III CNS and misc intracranial and intraspinal neoplasms|21411680|2004
15-19|21.3|25.5|23.3|492|III CNS and misc intracranial and intraspinal neoplasms|21102552|2004
5-9|32.9|38.3|35.5|691|III CNS and misc intracranial and intraspinal neoplasms|19454237|2004
<1|31.4|43.6|37.1|149|III CNS and misc intracranial and intraspinal neoplasms|4014258|2004
1-4|3.9|6.1|4.9|77|III(a) Ependymomas and choroid plexus tumor|15771627|2004
10-14|1.1|2.2|1.5|33|III(a) Ependymomas and choroid plexus tumor|21411680|2004
15-19|1.5|2.7|2.0|43|III(a) Ependymomas and choroid plexus tumor|21102552|2004
5-9|1.7|3.1|2.3|45|III(a) Ependymomas and choroid plexus tumor|19454237|2004
<1|4.2|9.5|6.5|26|III(a) Ependymomas and choroid plexus tumor|4014258|2004
1-4|20.0|24.8|22.3|352|III(b) Astrocytomas|15771627|2004
10-14|12.8|16.0|14.3|307|III(b) Astrocytomas|21411680|2004
15-19|11.8|15.0|13.3|281|III(b) Astrocytomas|21102552|2004
5-9|15.8|19.5|17.6|342|III(b) Astrocytomas|19454237|2004
<1|11.4|19.2|14.9|60|III(b) Astrocytomas|4014258|2004
1-4|9.9|13.3|11.5|182|III(c) Intracranial and intraspinal embryonal tumors|15771627|2004
10-14|3.8|5.6|4.6|99|III(c) Intracranial and intraspinal embryonal tumors|21411680|2004
15-19|2.3|3.8|2.9|62|III(c) Intracranial and intraspinal embryonal tumors|21102552|2004
5-9|6.4|8.9|7.6|148|III(c) Intracranial and intraspinal embryonal tumors|19454237|2004
<1|7.3|13.9|10.2|41|III(c) Intracranial and intraspinal embryonal tumors|4014258|2004
1-4|4.2|6.5|5.3|83|III(d) Other gliomas|15771627|2004
10-14|3.6|5.5|4.5|96|III(d) Other gliomas|21411680|2004
15-19|3.3|5.1|4.2|88|III(d) Other gliomas|21102552|2004
5-9|5.9|8.3|7.0|137|III(d) Other gliomas|19454237|2004
<1|~|~|~|~|III(d) Other gliomas|4014258|2004
1-4|0.6|1.6|1.0|16|III(e) Other specified intracranial & intraspinal neoplasms|15771627|2004
10-14|0.4|1.2|0.7|16|III(e) Other specified intracranial & intraspinal neoplasms|21411680|2004
15-19|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|21102552|2004
5-9|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|19454237|2004
<1|~|~|~|~|III(e) Other specified intracranial & intraspinal neoplasms|4014258|2004
1-4|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|15771627|2004
10-14|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21411680|2004
15-19|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|21102552|2004
5-9|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|19454237|2004
<1|~|~|~|~|III(f) Unspecified intracranial and intraspinal neoplasms|4014258|2004
1-4|19.6|24.3|21.9|345|IV Neuroblastoma and other peripheral nervous cell tumors|15771627|2004
10-14|0.7|1.7|1.1|24|IV Neuroblastoma and other peripheral nervous cell tumors|21411680|2004
15-19|0.5|1.3|0.8|17|IV Neuroblastoma and other peripheral nervous cell tumors|21102552|2004
5-9|2.6|4.3|3.3|65|IV Neuroblastoma and other peripheral nervous cell tumors|19454237|2004
<1|52.9|68.4|60.3|242|IV Neuroblastoma and other peripheral nervous cell tumors|4014258|2004
1-4|19.5|24.2|21.7|343|IV(a) Neuroblastoma and ganglioneuroblastoma|15771627|2004
10-14|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21411680|2004
15-19|~|~|~|~|IV(a) Neuroblastoma and ganglioneuroblastoma|21102552|2004
5-9|2.5|4.2|3.3|64|IV(a) Neuroblastoma and ganglioneuroblastoma|19454237|2004
<1|52.2|67.6|59.5|239|IV(a) Neuroblastoma and ganglioneuroblastoma|4014258|2004
1-4|~|~|~|~|IV(b) Other peripheral nervous cell tumors|15771627|2004
10-14|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21411680|2004
15-19|~|~|~|~|IV(b) Other peripheral nervous cell tumors|21102552|2004
5-9|~|~|~|~|IV(b) Other peripheral nervous cell tumors|19454237|2004
<1|~|~|~|~|IV(b) Other peripheral nervous cell tumors|4014258|2004
1-4|8.0|11.2|9.5|150|IX Soft tissue and other extraosseous sarcomas|15771627|2004
10-14|11.4|14.5|12.9|276|IX Soft tissue and other extraosseous sarcomas|21411680|2004
15-19|14.8|18.3|16.4|347|IX Soft tissue and other extraosseous sarcomas|21102552|2004
5-9|6.4|8.9|7.6|148|IX Soft tissue and other extraosseous sarcomas|19454237|2004
<1|14.3|22.9|18.2|73|IX Soft tissue and other extraosseous sarcomas|4014258|2004
1-4|5.8|8.5|7.0|111|IX(a) Rhabdomyosarcomas|15771627|2004
10-14|2.8|4.5|3.6|77|IX(a) Rhabdomyosarcomas|21411680|2004
15-19|2.6|4.2|3.4|71|IX(a) Rhabdomyosarcomas|21102552|2004
5-9|3.1|4.9|3.9|76|IX(a) Rhabdomyosarcomas|19454237|2004
<1|2.8|7.4|4.7|19|IX(a) Rhabdomyosarcomas|4014258|2004
1-4|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|15771627|2004
10-14|1.2|2.4|1.7|37|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21411680|2004
15-19|1.2|2.4|1.8|37|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|21102552|2004
5-9|~|~|~|~|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|19454237|2004
<1|4.2|9.5|6.5|26|IX(b) Fibrosarcomas, peripheral nerve sheath tumors & other fibrous neoplams|4014258|2004
1-4|~|~|~|~|IX(c) Kaposi sarcoma|15771627|2004
10-14|~|~|~|~|IX(c) Kaposi sarcoma|21411680|2004
15-19|~|~|~|~|IX(c) Kaposi sarcoma|21102552|2004
5-9|~|~|~|~|IX(c) Kaposi sarcoma|19454237|2004
<1|~|~|~|~|IX(c) Kaposi sarcoma|4014258|2004
1-4|1.2|2.6|1.8|28|IX(d) Other specified soft tissue sarcomas|15771627|2004
10-14|4.9|7.0|5.9|126|IX(d) Other specified soft tissue sarcomas|21411680|2004
15-19|8.2|10.8|9.4|199|IX(d) Other specified soft tissue sarcomas|21102552|2004
5-9|1.9|3.3|2.5|49|IX(d) Other specified soft tissue sarcomas|19454237|2004
<1|3.2|8.0|5.2|21|IX(d) Other specified soft tissue sarcomas|4014258|2004
1-4|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|15771627|2004
10-14|1.1|2.3|1.6|35|IX(e) Unspecified soft tissue sarcomas|21411680|2004
15-19|1.3|2.5|1.8|38|IX(e) Unspecified soft tissue sarcomas|21102552|2004
5-9|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|19454237|2004
<1|~|~|~|~|IX(e) Unspecified soft tissue sarcomas|4014258|2004
1-4|~|~|~|~|Not classified by ICCC|15771627|2004
10-14|~|~|~|~|Not classified by ICCC|21411680|2004
15-19|~|~|~|~|Not classified by ICCC|21102552|2004
5-9|~|~|~|~|Not classified by ICCC|19454237|2004
<1|~|~|~|~|Not classified by ICCC|4014258|2004
1-4|7.8|10.9|9.3|146|V Retinoblastoma|15771627|2004
10-14|~|~|~|~|V Retinoblastoma|21411680|2004
15-19|~|~|~|~|V Retinoblastoma|21102552|2004
5-9|~|~|~|~|V Retinoblastoma|19454237|2004
<1|23.2|33.8|28.1|113|V Retinoblastoma|4014258|2004
1-4|17.7|22.2|19.8|313|VI Renal tumors|15771627|2004
10-14|1.1|2.3|1.6|35|VI Renal tumors|21411680|2004
15-19|1.2|2.3|1.7|35|VI Renal tumors|21102552|2004
5-9|3.8|5.8|4.7|92|VI Renal tumors|19454237|2004
<1|10.1|17.6|13.5|54|VI Renal tumors|4014258|2004
1-4|17.6|22.0|19.7|311|VI(a) Nephroblastoma and other nonepithelial renal tumors|15771627|2004
10-14|0.5|1.3|0.8|18|VI(a) Nephroblastoma and other nonepithelial renal tumors|21411680|2004
15-19|~|~|~|~|VI(a) Nephroblastoma and other nonepithelial renal tumors|21102552|2004
5-9|3.6|5.6|4.5|88|VI(a) Nephroblastoma and other nonepithelial renal tumors|19454237|2004
<1|10.1|17.6|13.5|54|VI(a) Nephroblastoma and other nonepithelial renal tumors|4014258|2004
1-4|~|~|~|~|VI(b) Renal carcinomas|15771627|2004
10-14|0.5|1.3|0.8|17|VI(b) Renal carcinomas|21411680|2004
15-19|0.7|1.7|1.1|24|VI(b) Renal carcinomas|21102552|2004
5-9|~|~|~|~|VI(b) Renal carcinomas|19454237|2004
<1|~|~|~|~|VI(b) Renal carcinomas|4014258|2004
1-4|~|~|~|~|VI(c) Unspecified malignant renal tumors|15771627|2004
10-14|~|~|~|~|VI(c) Unspecified malignant renal tumors|21411680|2004
15-19|~|~|~|~|VI(c) Unspecified malignant renal tumors|21102552|2004
5-9|~|~|~|~|VI(c) Unspecified malignant renal tumors|19454237|2004
<1|~|~|~|~|VI(c) Unspecified malignant renal tumors|4014258|2004
1-4|4.4|6.7|5.5|86|VII Hepatic tumors|15771627|2004
10-14|~|~|~|~|VII Hepatic tumors|21411680|2004
15-19|1.1|2.2|1.6|33|VII Hepatic tumors|21102552|2004
5-9|~|~|~|~|VII Hepatic tumors|19454237|2004
<1|10.3|17.8|13.7|55|VII Hepatic tumors|4014258|2004
1-4|4.2|6.5|5.3|83|VII(a) Hepatoblastoma|15771627|2004
10-14|~|~|~|~|VII(a) Hepatoblastoma|21411680|2004
15-19|~|~|~|~|VII(a) Hepatoblastoma|21102552|2004
5-9|~|~|~|~|VII(a) Hepatoblastoma|19454237|2004
<1|9.5|16.7|12.7|51|VII(a) Hepatoblastoma|4014258|2004
1-4|~|~|~|~|VII(b) Hepatic carcinomas|15771627|2004
10-14|~|~|~|~|VII(b) Hepatic carcinomas|21411680|2004
15-19|1.1|2.2|1.6|33|VII(b) Hepatic carcinomas|21102552|2004
5-9|~|~|~|~|VII(b) Hepatic carcinomas|19454237|2004
<1|~|~|~|~|VII(b) Hepatic carcinomas|4014258|2004
1-4|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|15771627|2004
10-14|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21411680|2004
15-19|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|21102552|2004
5-9|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|19454237|2004
<1|~|~|~|~|VII(c) Unspecified malignant hepatic tumors|4014258|2004
1-4|0.9|2.2|1.5|23|VIII Malignant bone tumors|15771627|2004
10-14|12.7|15.9|14.2|305|VIII Malignant bone tumors|21411680|2004
15-19|13.2|16.6|14.8|313|VIII Malignant bone tumors|21102552|2004
5-9|4.5|6.6|5.5|107|VIII Malignant bone tumors|19454237|2004
<1|~|~|~|~|VIII Malignant bone tumors|4014258|2004
1-4|~|~|~|~|VIII(a) Osteosarcomas|15771627|2004
10-14|7.4|9.9|8.6|184|VIII(a) Osteosarcomas|21411680|2004
15-19|7.0|9.5|8.2|173|VIII(a) Osteosarcomas|21102552|2004
5-9|2.5|4.2|3.3|64|VIII(a) Osteosarcomas|19454237|2004
<1|~|~|~|~|VIII(a) Osteosarcomas|4014258|2004
1-4|~|~|~|~|VIII(b) Chondrosarcomas|15771627|2004
10-14|~|~|~|~|VIII(b) Chondrosarcomas|21411680|2004
15-19|0.7|1.7|1.1|24|VIII(b) Chondrosarcomas|21102552|2004
5-9|~|~|~|~|VIII(b) Chondrosarcomas|19454237|2004
<1|~|~|~|~|VIII(b) Chondrosarcomas|4014258|2004
1-4|0.6|1.6|1.0|16|VIII(c) Ewing tumor and related sarcomas of bone|15771627|2004
10-14|3.5|5.3|4.3|93|VIII(c) Ewing tumor and related sarcomas of bone|21411680|2004
15-19|3.2|4.9|4.0|84|VIII(c) Ewing tumor and related sarcomas of bone|21102552|2004
5-9|1.2|2.4|1.7|34|VIII(c) Ewing tumor and related sarcomas of bone|19454237|2004
<1|~|~|~|~|VIII(c) Ewing tumor and related sarcomas of bone|4014258|2004
1-4|~|~|~|~|VIII(d) Other specified malignant bone tumors|15771627|2004
10-14|~|~|~|~|VIII(d) Other specified malignant bone tumors|21411680|2004
15-19|0.7|1.7|1.1|24|VIII(d) Other specified malignant bone tumors|21102552|2004
5-9|~|~|~|~|VIII(d) Other specified malignant bone tumors|19454237|2004
<1|~|~|~|~|VIII(d) Other specified malignant bone tumors|4014258|2004
